species_id,language,common_name,habitat,basic_id_cues,consumer_advice,enforcement_advice,similar_animals,known_as,average_size_weight,first_responder,traded_as,common_trafficking,notes,disease_name
463,fr,Douc à pattes noires,"Forêts de feuillus à feuillage persistant, semi-persistant et forêts sèches côtières. Cette espèce est principalement arboricole.","Un petit primate aux grands yeux en amande entourés de cercles jaunes comme les autres doudous. Cette espèce a un visage bleu-gris, un museau blanc, de longues moustaches blanches et un front noir. Le dos et les membres antérieurs sont gris pâle et les membres postérieurs sont noirs avec une queue blanche. Les mâles ont une tache blanche sur les côtés de la croupe, un scrotum bleu et des cuisses intérieures bleues.",N'ACHETEZ PAS de doucs à pattes noires ou de produits dérivés. Cette espèce est classée en voie de disparition en raison de la perte de forêts et de la chasse. Elle est chassé pour la médecine traditionnelle dans le nord du Vietnam et principalement pour le commerce des animaux de compagnie dans le sud du Vietnam.,"ENQUÊTEZ. Aucun commerce international légal de spécimens vivants, de leurs parties et produits n'est autorisé. Tout document visant à autoriser un tel commerce est faux ou illégal. Des protections nationales peuvent également s'appliquer. Examinez chaque cas pour trouver d'autres pistes d'enquête.",,Rhinopithèque aux pieds noirs,"Longueur de la tête et du corps ~55-63cm, Longueur de la queue ~57-73cm, Poids MALES 11kg, Poids FEMME 8kg","Évitez de manipuler l'animal inutilement. Portez toujours des gants et un masque pour traiter les primates, car le risque de zoonose est élevé. Demandez l'assistance d'un vétérinaire expert. Assurez-vous que l'animal ait accès à un réhydratant (eau, eau sucrée, miel, pédialyte) pour combattre la déshydratation initiale. Les nourrissons et les primates juvéniles ont besoin de lait, consultez un expert pour les besoins alimentaires. Veillez à ce que les nourrissons soient tenus au chaud.","Chassé pour la viande de brousse, prélevé de la nature pour le commerce des animaux de compagnie.",Ils sont souvent sous sédatifs et font l'objet d'un trafic lorsqu'ils sont jeunes et cachés dans des boîtes ou des bagages.,,"Giardia, tuberculose, tularémie, fièvres hémorragiques virales, ankylostomose, paludisme, variole du singe, fièvre jaune, cestodes (vers solitaires), campylobactériose, Pseudomonas, virus du Nil occidental, herpès (virus B), rougeole, grippe, salmonellose"
464,pt,langur-de-hatinh,"Florestas associadas a ambientes cársticos / calcários. Esta espécie alimenta-se de folhas, é terrestre, arbórea e diurna.",Um grande primata com uma faixa  brancas na bochechas da borda da boca até a orelha. Tem um bigode branco que liga as duas listras da bochecha. Os bebês desta espécie têm pêlo amarelo e ficam pretos depois de duas semanas.,NÃO COMPRE langur-de-hatinh ou quaisquer produtos derivados. Esta espécie é classificada como ameaçada devido à perda de habitat e à caça.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,Langur de François,,"Machos cabeça a corpo Comprimento ~56-59cm, cauda Comprimento ~82-87cm, Peso ~8.2-8.7kg, Fêmeas cabeça a corpo Comprimento ~54-57cm, cauda Comprimento ~78-90cm, Peso ~6.4-8.0kg","Evite manipular os animais desnecessariamente. SEMPRE use luvas e máscara ao lidar com primatas porque há risco de contaminação por zoonoses. Solicite assistência veterinária especializada. Certifique-se de que o animal tem acesso a fonte de hidratação (água, água açucarada, mel, hidrotônicos) para combater a desidratação inicial. Os filhotes e os juvenis precisam de leite, consulte o especialista para os requisitos alimentares. Cuide dos filhotes e mantenha-os aquecidos.","Caçado para carne de caça, coletado para o comércio de animais de estimação.",Comumente sedado e traficado como juvenil e escondido em caixas ou bagagem.,,"Giárdia, Tuberculose, Tularemia, Febres hemorrágicas virais, Ancilostomíase, Malária, Varíola dos macacos, Febre amarela, cestodes (solitárias), campylobacter, pseudomonas, Nilo Ocidental, Herpes (vírus B), Sarampo, Influenza, Salmonela, shigella, Pneumon"
464,fr,Trachypithecus hatinhensis,"Forêts associées aux milieux karstiques et calcaires. Cette espèce est foliaire, terrestre, arboricole et diurne.",Grand primate avec une rayure blanche sur les joues du bord de la bouche jusqu'à l'oreille. Il a une moustache blanche qui relie les deux bandes des joues. Les bébés de cette espèce ont une fourrure jaune et deviennent noirs après deux semaines.,N'ACHETEZ PAS de langurs Trachypithecus hatinhensis ou de produits dérivés. Cette espèce est classée en voie de disparition en raison de la perte d'habitat et de la chasse.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,Langur de François,Langur Hatinh,"Mâles Longueur de la tête au corps ~56-59cm, Longueur de la queue ~82-87cm, Poids ~8. 2-8. 7kg, Longueur de la tête au corps ~54-57cm, Longueur de la queue ~78-90cm, Poids ~6. 4-8. 0kg","Évitez de manipuler l'animal inutilement. Portez toujours des gants et un masque pour traiter les primates, car le risque de zoonose est élevé. Demandez l'assistance d'un vétérinaire expert. Assurez-vous que l'animal ait accès à un réhydratant (eau, eau sucrée, miel, pédialyte) pour combattre la déshydratation initiale. Les nourrissons et les primates juvéniles ont besoin de lait, consultez un expert pour les besoins alimentaires. Veillez à ce que les nourrissons soient tenus au chaud.","Chassé pour la viande de brousse, prélevé pour le commerce des animaux de compagnie.",Ils sont souvent sous sédatifs et font l'objet d'un trafic lorsqu'ils sont jeunes et cachés dans des boîtes ou des bagages.,,"Giardia, tuberculose, tularémie, fièvres hémorragiques virales, ankylostomose, paludisme, variole du singe, fièvre jaune, cestodes (vers solitaires), campylobactériose, Pseudomonas, virus du Nil occidental, herpès (virus B), rougeole, grippe, salmonellose"
465,pt,langur-de-delacour,Floresta cárstica de calcário e cavernas. Esta espécie é diurna e crepuscular. seu grau de arbóreo e terrestre depende do habitat,"Um primata com pêlo preto e branco que tem uma parte inferior das costas e coxas externas distintas. Ao contrário de outros langures-de-delacour, neles os pêlos brancos da bochecha são mais longos e têm uma cauda peluda única. Os recém-nascidos desta espécie apresentam pêlo acastanhado e pêlo branco na cabeça. Os pés e as mãos são finos e o polegar é curto.",NÃO COMPRE o langur-de-delacour ou produtos derivados dele. Esta espécie é classificada como criticamente ameaçada por causa da caça para fins de medicina tradicional e perda de floresta.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,Lutung-de-delacour,,"Evite manipular os animais desnecessariamente. SEMPRE use luvas e máscara ao lidar com primatas porque há risco de contaminação por zoonoses. Solicite assistência veterinária especializada. Certifique-se de que o animal tem acesso a fonte de hidratação (água, água açucarada, mel, hidrotônicos) para combater a desidratação inicial. Os filhotes e os juvenis precisam de leite, consulte o especialista para os requisitos alimentares. Cuide dos filhotes e mantenha-os aquecidos.","Caçado para carne de caça, coletado para o comércio de animais de estimação.",Comumente sedado e traficado como juvenil e escondido em caixas ou bagagem.,,"Giárdia, Tuberculose, Tularemia, Febres hemorrágicas virais, Ancilostomíase, Malária, Varíola dos macacos, Febre amarela, cestodes (solitárias), campylobacter, pseudomonas, Nilo Ocidental, Herpes (vírus B), Sarampo, Influenza, Salmonela, shigella, Pneumon"
465,fr,Langur Delacouri,Forêt et grottes karstiques calcaires. Cette espèce est diurne et crépusculaire. Son degré d'arboriculture et son caractère terrestre dépendent de l'habitat.,"Un primate à fourrure noire et blanche. Il a le bas du dos et la face externe des cuisses d'un blanc distinct. Contrairement à d'autres langurs asiatiques noires, les poils blancs des joues sont plus longs et la queue est épaisse, ce qui est unique. Les nouveau-nés de cette espèce ont une fourrure brunâtre et une fourrure blanche sur la tête. Les pieds et les mains sont minces et le pouce est court.",N'ACHETEZ PAS le langurs Delacouri ou ses produits dérivés. Cette espèce est classée comme étant en danger critique d'extinction en raison de la chasse à des fins de médecine traditionnelle et de la perte de forêts.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,,,"Évitez de manipuler l'animal inutilement. Portez toujours des gants et un masque pour traiter les primates, car le risque de zoonose est élevé. Demandez l'assistance d'un vétérinaire expert. Assurez-vous que l'animal ait accès à un réhydratant (eau, eau sucrée, miel, pédialyte) pour combattre la déshydratation initiale. Les nourrissons et les primates juvéniles ont besoin de lait, consultez un expert pour les besoins alimentaires. Veillez à ce que les nourrissons soient tenus au chaud.","Chassé pour la viande de brousse, prélevé pour le commerce des animaux de compagnie.",Ils sont souvent sous sédatifs et font l'objet d'un trafic lorsqu'ils sont jeunes et cachés dans des boîtes ou des bagages.,,"Giardia, tuberculose, tularémie, fièvres hémorragiques virales, ankylostomose, paludisme, variole du singe, fièvre jaune, cestodes (vers solitaires), campylobactériose, Pseudomonas, virus du Nil occidental, herpès (virus B), rougeole, grippe, salmonellose"
466,pt,macaco-de-nariz-arrebitado-de-Tonkin,"Florestas verdes associadas a montanhas e colinas de pedra calcária cárstica. Esta espécie é diurna, arbórea e terrestre.","Um primata com cara chata e nariz arrebitado; dando a esta espécie seu nome. Tem orelhas tufadas, anéis azul-claros ao redor dos olhos e grossos lábios rosados. Os pés e as mãos são pretos e a pele entre os ombros é castanha. No entanto, as regiões ventrais, membros internos, cotovelos, testa e bochechas são  brancos e creme. Nos machos, o remendo da garganta é laranja e proeminente. A cauda muito longo e preto acastanhado com uma ponta branca.",NÃO COMPRE macaco-de-nariz-arrebitado-de-Tonkin ou produtos derivativos . Esta espécie é classificada como criticamente ameaçada porque está ameaçada pela degradação do habitat e pela caça.,"INVESTIGUE. Não existe comércio internacional legal em espécimes vivos, suas partes e produtos. Quaisquer documentos apresentados que busquem permitir ou apoiar a negociação são falsos ou ilegais. Também pode existir proteção em nível nacional. Examine cada caso para obter pistas e informações que podem ser úteis na investigação.",,Macaco-de-Dollman,"cabeça a corpo Comprimento ~51-65cm, cauda Comprimento ~66-92cm, Machos Peso ~13.8-14kg, Fêmeas ~8.3-8.5kg","Evite manipular os animais desnecessariamente. SEMPRE use luvas e máscara ao lidar com primatas porque há risco de contaminação por zoonoses. Solicite assistência veterinária especializada. Certifique-se de que o animal tem acesso a fonte de hidratação (água, água açucarada, mel, hidrotônicos) para combater a desidratação inicial. Os filhotes e os juvenis precisam de leite, consulte o especialista para os requisitos alimentares. Cuide dos filhotes e mantenha-os aquecidos.","Caçado para carne de caça, extensivamente coletado para o comércio de animais de estimação.",Comumente sedado e traficado como juvenil e escondido em caixas ou bagagem.,,"Giárdia, Tuberculose, Tularemia, Febres hemorrágicas virais, Ancilostomíase, Malária, Varíola dos macacos, Febre amarela, cestodes (solitárias), campylobacter, pseudomonas, Nilo Ocidental, Herpes (vírus B), Sarampo, Influenza, Salmonela, shigella, Pneumon"
466,fr,Rhinopithèque du Tonkin,"Forêts persistantes associées à des collines et des montagnes calcaires karstiques. Cette espèce est diurne, arboricole et terrestre.","Primate au visage plat et au nez renversé, d'où son nom. Il a des oreilles touffues, des cernes bleu pâle autour des yeux et d'épaisses lèvres roses. Les pieds et les mains sont noirs et la fourrure entre les épaules est brune. Cependant, les parties inférieures, les membres internes, les coudes, le front et les joues sont crémeux et blancs. Chez les mâles, la tache orange sur la gorge est proéminente. La queue est très longue et noir brunâtre avec un bout blanc.",N'ACHETEZ PAS de produits dérivés du singe Rhinopithèque du Tonkin. Cette espèce est classée comme étant en danger critique d'extinction parce qu'elle est menacée par la dégradation de son habitat et la chasse.,"ENQUÊTEZ. Aucun commerce international légal de spécimens vivants, de leurs parties et produits n'est autorisé. Tout document visant à autoriser un tel commerce est faux ou illégal. Des protections nationales peuvent également s'appliquer. Examinez chaque cas pour trouver d'autres pistes d'enquête.",,,"Longueur de la tête au corps ~51-65cm, Longueur de la queue ~66-92cm, Poids du mâle ~13. 8-14kg, Femelles ~8. 3-8. 5kg","Évitez de manipuler l'animal inutilement. Portez toujours des gants et un masque pour traiter les primates, car le risque de zoonose est élevé. Demandez l'assistance d'un vétérinaire expert. Assurez-vous que l'animal ait accès à un réhydratant (eau, eau sucrée, miel, pédialyte) pour combattre la déshydratation initiale. Les nourrissons et les primates juvéniles ont besoin de lait, consultez un expert pour les besoins alimentaires. Veillez à ce que les nourrissons soient tenus au chaud.","Chassé pour la viande de brousse, prélevé pour le commerce des animaux de compagnie.",Ils sont souvent sous sédatifs et font l'objet d'un trafic lorsqu'ils sont jeunes et cachés dans des boîtes ou des bagages.,,"Giardia, tuberculose, tularémie, fièvres hémorragiques virales, ankylostomose, paludisme, variole du singe, fièvre jaune, cestodes (vers solitaires), campylobactériose, Pseudomonas, virus du Nil occidental, herpès (virus B), rougeole, grippe, salmonellose"
467,pt,langur-de-tenassarim,Florestas de dipterocarpos decíduas mistas e florestas sempreverdes úmidas,"Um pequeno primata com pêlo preto no corpo e pêlo cinza claro nos ombros, membros anteriores, articulação das pernas, costas e laterais da cabeça e cauda. O pêlo no lado da cabeça se projeta para fora e o pêlo comprido no alto da cabeça é direcionado para trás. O rosto é escuro e os lábios têm pêlos amarelos curtos.",NÃO COMPRE Langur-de-tenassarim ou produtos derivados. Esta espécie está ameaçada devido à caça e perda de habitat para a agricultura.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,lutung-de-tenassarim,"Comprimento ~50cm, cauda Comprimento ~74cm","Evite manipular os animais desnecessariamente. SEMPRE use luvas e máscara ao lidar com primatas porque há risco de contaminação por zoonoses. Solicite assistência veterinária especializada. Certifique-se de que o animal tem acesso a fonte de hidratação (água, água açucarada, mel, hidrotônicos) para combater a desidratação inicial. Os filhotes e os juvenis precisam de leite, consulte o especialista para os requisitos alimentares. Cuide dos filhotes e mantenha-os aquecidos.","Caçado para carne de caça, extensivamente coletado para o comércio de animais de estimação.",Comumente sedado e traficado como juvenil e escondido em caixas ou bagagem.,,"Giárdia, Tuberculose, Tularemia, Febres hemorrágicas virais, Ancilostomíase, Malária, Varíola dos macacos, Febre amarela, Cestodes (tapeworm), Campylobacter, Pseudomonas, Nilo Ocidental, Herpes (vírus B), Sarampo, Influenza, Salmonela, Shigella, Pneumonia"
467,fr,Semnopithèque de Barbe (langur),Forêt mixte de dipterocarpes à feuilles caduques et de conifères humides.,"Petit primate à la fourrure noire sur le corps et à la fourrure gris pâle sur les épaules, les membres antérieurs, l'articulation des pattes, le dos et les côtés de la tête et de la queue. Les cheveux sur le côté de la tête font saillie vers l'extérieur et les cheveux longs sur le dessus de la tête sont dirigés vers l'arrière. Le visage est foncé et les lèvres ont des poils jaunes courts.",N'ACHETEZ PAS de langurs Semnopithèque de Barbe ou de produits dérivés du barbecue. Cette espèce est menacée par la chasse et la perte d'habitat pour l'agriculture.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,,"Longueur ~50cm, Longueur queue ~74cm","Évitez de manipuler l'animal inutilement. Portez toujours des gants et un masque pour traiter les primates, car le risque de zoonose est élevé. Demandez l'assistance d'un vétérinaire expert. Assurez-vous que l'animal ait accès à un réhydratant (eau, eau sucrée, miel, pédialyte) pour combattre la déshydratation initiale. Les nourrissons et les primates juvéniles ont besoin de lait, consultez un expert pour les besoins alimentaires. Veillez à ce que les nourrissons soient tenus au chaud.","Chassé pour la viande de brousse, prélevé pour le commerce des animaux de compagnie.",Ils sont souvent sous sédatifs et font l'objet d'un trafic lorsqu'ils sont jeunes et cachés dans des boîtes ou des bagages.,,"Giardia, tuberculose, tularémie, fièvres hémorragiques virales, ankylostome, paludisme, variole, variole du singe, fièvre jaune, cestodes (ténia), campylobactériose, Pseudomonas, virus du Nil occidental, herpès (virus B), rougeole, grippe, salmonellose, s"
468,pt,gibão-negro-cristado-oriental,Florestas de calcário,"Um primata com pêlo preto no corpo para os machos e uma variação de cores do amarelo ao bege para as fêmeas. As fêmeas adultas também têm uma mancha preta no peito e na cabeça com um triângulo preto na nuca e nas costas. Os bebês nascem com pêlo preto, mas apenas as fêmeas ficam mais claras à medida que atingem a maturidade.","NÃO COMPRE gibão-negro-cristado-oriental ou derivados. Esta espécie é classificada como criticamente ameaçada devido à perda de habitat, caça, efeitos de endogamia e riscos de desastres naturais ou provocados pelo homem.","INVESTIGUE. Não existe comércio internacional legal em espécimes vivos, suas partes e produtos. Quaisquer documentos apresentados que busquem permitir ou apoiar a negociação são falsos ou ilegais. Também pode existir proteção em nível nacional. Examine cada caso para obter pistas e informações que podem ser úteis na investigação.",,Gibão-de-crista-negra do leste,"cabeça a corpo Comprimento 47-50cm, Peso 7-10kg","Evite manipular os animais desnecessariamente. SEMPRE use luvas e máscara ao lidar com primatas porque há risco de contaminação por zoonoses. Solicite assistência veterinária especializada. Certifique-se de que o animal tem acesso a fonte de hidratação (água, água açucarada, mel, hidrotônicos) para combater a desidratação inicial. Os filhotes e os juvenis precisam de leite, consulte o especialista para os requisitos alimentares. Cuide dos filhotes e mantenha-os aquecidos.","Caçado para carne de caça, extensivamente coletado para o comércio de animais de estimação e medicina tradicional.",Comumente sedado e traficado como juvenil e escondido em caixas ou bagagem.,,"Giárdia, Tuberculose, Tularemia, Febres hemorrágicas virais, Ancilostomíase, Malária, Varíola dos macacos, Febre amarela, cestodes (solitárias), campylobacter, pseudomonas, Nilo Ocidental, Herpes (vírus B), Sarampo, Influenza, Salmonela, shigella, Pneumon"
468,fr,Gibbon de Cao-Vit,Forêts calcaires,"Un primate avec une fourrure noire sur le corps pour les mâles et une variation de couleurs allant du jaune au beige pour les femelles. Les femelles adultes ont aussi une tache noire sur la poitrine et sur la tête, avec un triangle noir sur la nuque et le dos. Les bébés naissent avec une fourrure noire, mais seules les femelles deviennent plus légères à mesure qu'elles atteignent la maturité.","N'ACHETEZ PAS de gibbons de Cao-Vit ou de produits dérivés. Cette espèce est classée dans la catégorie des espèces en danger critique d'extinction en raison de la perte d'habitat, de la chasse, des effets de la consanguinité et des risques liés aux catastrophes naturelles ou d'origine humaine.","ENQUÊTEZ. Aucun commerce international légal de spécimens vivants, de leurs parties et produits n'est autorisé. Tout document visant à autoriser un tel commerce est faux ou illégal. Des protections nationales peuvent également s'appliquer. Examinez chaque cas pour trouver d'autres pistes d'enquête.",,,"Longueur de la tête au corps 47-50cm, poids 7-10kg","Évitez de manipuler l'animal inutilement. Portez toujours des gants et un masque pour traiter les primates, car le risque de zoonose est élevé. Demandez l'assistance d'un vétérinaire expert. Assurez-vous que l'animal ait accès à un réhydratant (eau, eau sucrée, miel, pédialyte) pour combattre la déshydratation initiale. Les nourrissons et les primates juvéniles ont besoin de lait, consultez un expert pour les besoins alimentaires. Veillez à ce que les nourrissons soient tenus au chaud.","Chassé pour la viande de brousse, largement prélevé pour le commerce des animaux de compagnie, médecine traditionnelle.",Ils sont souvent sous sédatifs et font l'objet d'un trafic lorsqu'ils sont jeunes et cachés dans des boîtes ou des bagages.,,"Giardia, tuberculose, tularémie, fièvres hémorragiques virales, ankylostomose, paludisme, variole du singe, fièvre jaune, cestodes (vers solitaires), campylobactériose, Pseudomonas, virus du Nil occidental, herpès (virus B), rougeole, grippe, salmonellose"
469,pt,gibão-de-topete preto,"Floresta subtropical e sempreverde montana, semisempre-verde, decídua e floresta de sempre-verdes de folhas largas.","Um primata de forma esguia, braços e pernas compridos e mãos e pés que se agarram. Não tem cauda. Machos e fêmeas diferem na aparência. Os machos têm pelo preto às vezes branco nas bochechas. As fêmeas têm uma cor amarronzada com uma coroa preta e cabelo preto cobrindo a frente.","NÃO COMPRE gibões-de-topete-preto ou seus produtos derivados. Esta espécie é classificada como criticamente ameaçada por causa do uso e caça da floresta local. Eles são capturados e mortos para subsistência, comércio de animais de estimação e medicina tradicional.","INVESTIGUE. Não existe comércio internacional legal em espécimes vivos, suas partes e produtos. Quaisquer documentos apresentados que busquem permitir ou apoiar a negociação são falsos ou ilegais. Também pode existir proteção em nível nacional. Examine cada caso para obter pistas e informações que podem ser úteis na investigação.",,,"cabeça a corpo Comprimento ~45-64cm, Peso 5.7kg","Evite manipular os animais desnecessariamente. SEMPRE use luvas e máscara ao lidar com primatas porque há risco de contaminação por zoonoses. Solicite assistência veterinária especializada. Certifique-se de que o animal tem acesso a fonte de hidratação (água, água açucarada, mel, hidrotônicos) para combater a desidratação inicial. Os filhotes e os juvenis precisam de leite, consulte o especialista para os requisitos alimentares. Cuide dos filhotes e mantenha-os aquecidos.","Caçado para carne de caça, extensivamente coletado para o comércio de animais de estimação e medicina tradicional.",Comumente sedado e traficado como juvenil e escondido em caixas ou bagagem.,,"Giárdia, Tuberculose, Tularemia, Febres hemorrágicas virais, Ancilostomíase, Malária, Varíola dos macacos, Febre amarela, Cestodes (Tênia), Campylobacter, Pseudomonas, Vírus do Nilo ocidental, Herpes (vírus B), Sarampo, Influenza, Salmonela, Shigella, Pne"
469,fr,Gibbon noir,"Forêts subtropicales et montagnardes à feuillage persistant, semi-persistant et feuillues.","Un primate de forme élancée, avec de longs bras et de longues jambes et des mains et des pieds préhensiles. Il n'a pas de queue. Les mâles et les femelles diffèrent en apparence. Les mâles ont une fourrure noire avec parfois des joues blanches. Les femelles ont une couleur fauve buffle avec une couronne noire et des cheveux noirs sur le devant.","N'ACHETEZ PAS de gibbons noirs ou de produits dérivés. Cette espèce est classée dans la catégorie des espèces en danger critique d'extinction en raison de l'utilisation de la forêt et de la chasse locales. Ils sont capturés et tués pour leur subsistance, pour le commerce d'animaux de compagnie et pour la médecine traditionnelle.","ENQUÊTEZ. Aucun commerce international légal de spécimens vivants, de leurs parties et produits n'est autorisé. Tout document visant à autoriser un tel commerce est faux ou illégal. Des protections nationales peuvent également s'appliquer. Examinez chaque cas pour trouver d'autres pistes d'enquête.",,,"Longueur de la tête au corps ~45-64cm, Poids 5. 7kg","Évitez de manipuler l'animal inutilement. Portez toujours des gants et un masque pour traiter les primates, car le risque de zoonose est élevé. Demandez l'assistance d'un vétérinaire expert. Assurez-vous que l'animal ait accès à un réhydratant (eau, eau sucrée, miel, pédialyte) pour combattre la déshydratation initiale. Les nourrissons et les primates juvéniles ont besoin de lait, consultez un expert pour les besoins alimentaires. Veillez à ce que les nourrissons soient tenus au chaud.","Chassé pour la viande de brousse, largement prélevé pour le commerce des animaux de compagnie, médecine traditionnelle.",Ils sont souvent sous sédatifs et font l'objet d'un trafic lorsqu'ils sont jeunes et cachés dans des boîtes ou des bagages.,,"Giardia, tuberculose, tularémie, fièvres hémorragiques virales, ankylostomose, paludisme, variole du singe, fièvre jaune, cestodes (vers solitaires), campylobactériose, Pseudomonas, virus du Nil occidental, herpès (virus B), rougeole, grippe, salmonellose"
470,pt,cão-selvagem-asiático,"Floresta de estepes densa, selvas, floresta tropical, matagais, florestas secas de espinhos, florestas sempre verdes e semi-verdes",Um canino de tamanho médio com um focinho grosso e dois dentes molares menos no maxilar inferior comparado a outros canídeos. Cães-selvagens-asiáticos adultos têm um casaco vermelho enferrujado e parte inferior pálida. Jovens são de cor marrom fuligem no nascimento e desenvolvem a cor vermelha após 3 meses. Tem uma cauda escura e espessa.,NÃO COMPRE cão-selvagem-asiático ou seus produtos derivados. Esta espécie é classificada como ameaçada devido à perda de habitat e à eliminação de espécies de presas. Doenças também ameaçam as subespécies indianas.,INVESTIGUE. Comércio internacional é estritamente controlado e licença CITES é necessária. Examine toda a documentação e  informe as autoridades.,,"dhole, raposa-asiática-dos-montes, cão-selvagem-hindu, cão-vermelho, cão-asiático e caçador-de-assobio.","Comprimento ~90cm, altura do ombro ~50cm, cauda Comprimento ~40-45cm, Machos Peso ~15-20kg, Fêmeas Peso ~10-13kg",Evite manusear os animais desnecessariamente. Use sempre luvas e máscara ao manipular o animal. Solicite assistência veterinária especializada.,Caçado oportunamente.,Normalmente vendidos localmente.,,"Sarna, Cinomose canina, Parvovirose, Raiva."
470,fr,Dhole,"Forêts denses de steppes, jungles, forêts tropicales humides, forêts de broussailles, forêts d'épines sèches, forêts à feuillage persistant et semi persistant.",Un chien de taille moyenne avec un museau épais et deux molaires en moins que les autres chiens sur la mâchoire inférieure. Les trous adultes ont un pelage rouge rouille et une face inférieure pâle. Les nourrissons sont d'une couleur marron suie à la naissance et développent la couleur rouge après 3 mois. Sa queue est sombre et touffue.,N'ACHETEZ PAS de dholes ou de produits dérivés. Cette espèce est classée en voie de disparition en raison de la perte de son habitat et de l'élimination de ses proies. Les maladies menacent également la sous-espèce indienne.,ENQUÊTEZ. Le commerce international est très réglementé et nécessite un permis CITES. Examinez toute la documentation et faites rapport aux autorités.,,"Cuon d'Asie, chien sauvage d'Asie","Longueur ~90cm, Hauteur épaule ~50cm, Longueur queue ~40-45cm, Poids MALES ~15-20kg, Poids FEMELLES ~10-13kg",Évitez de manipuler l'animal inutilement. Portez des gants et un masque pour le manipuler. Demander l'assistance d'un vétérinaire expert.,"Chassé de façon non intensive, selon opportunités.",Habituellement vendu localement.,,"Gale, maladie de Carré, parvovirus, rage."
471,pt,rinoceronte-de-java,"Florestas tropicais densas e baixas, áreas com água abundante e lamaçais","Um grande mamífero cinzento com pele com aparência de armaduras, causada pelas dobras . Tem um chifre no focinho, no entanto, as fêmeas podem não ter um chifre. Há três dedos em forma de casco em cada pé.","NÃO COMPRE rinocerontes-de-java, suas partes ou produtos derivados. O comércio internacional ou o transporte de rinocerontes de Java, suas partes e produtos derivados é ilegal. A maioria dos países também regulam estritamente o comércio e a propriedade do rinoceronte javanês. Os medicamentos derivados do rinoceronte javanês não têm benefícios medicinais comprovados. Operadores de turismo que exploram o rinoceronte-de-java de má reputação foram ligados ao tráfico, abuso e morte de rinoceronte-de-java. Não apoie operadores que não sejam transparentes sobre a origem de seus animais. Relate o comércio para autoridades confiáveis.","INVESTIGUE. Não existe comércio internacional legal em espécimes vivos, suas partes e produtos. Quaisquer documentos apresentados que busquem permitir ou apoiar a negociação são falsos ou ilegais. Também pode existir proteção em nível nacional. Examine cada caso para obter pistas e informações que podem ser úteis na investigação.","inoceronte-de-sumatra, rinoceronte-indiano",,"Altura~170cm, cabeça a corpo Comprimento ~2-4m, Peso ~900-2,300kg","Evite manusear desnecessariamente. Cuidado pois o animal é altamente perigoso. Use luvas e máscara ao manusear. Solicite assistência veterinária especializada. Contenha e não se aproxime até que o veterinário ou especialista em manejo chegue. Retire uma amostra da apreensão (incluindo carcaça, partes e chifres) antes de seguir os protocolos de sua agência.",O chifre é usado na medicina tradicional asiática e também é armazenado pelos traficantes como valor de revenda.,"Chifre (intacto ou em pedaços) contrabandeado em caixas, em frete aéreo ou marítimo; Escondido na bagagem de passageiros, escondido dentro de cerâmica.",,"Antraz, Tuberculose, Infecção pelo vírus da varíola, Salmonela"
